"x","j","i","k","y"
54.8623464328302,1,0,3,358.409626844791
39.9723310640317,0,0,1,-55.6727269917445
-15.7809998656739,0,1,1,68.1677439588959
76.3914560973929,0,0,2,408.359528684144
92.1878849665698,1,1,2,758.15490930438
102.748610704305,0,0,1,324.658495767096
-27.8189497280384,1,0,1,16.4929515654043
25.5112799668807,0,1,2,209.911311233028
68.636422794118,0,0,2,275.275642204242
-1.20541285000078,0,0,1,-51.9439933956271
66.6840649953376,1,0,2,458.320491729757
49.0515641503346,0,0,3,333.286303585345
63.1337626014577,1,1,1,516.706469530007
70.3628046470098,0,1,2,324.140230637815
122.385411715642,1,0,2,611.142880133225
43.9891064459325,0,0,1,247.267334609348
66.9561205436814,0,0,2,111.553803575635
43.5211355840731,1,0,2,223.695395273
79.9863375747836,1,0,2,479.471610750866
72.8694565407903,0,1,1,261.753411766705
92.4925519451383,1,0,2,539.556033730583
-12.5954680130586,0,0,2,94.437168570567
68.149151381403,1,0,0,381.827282999658
71.6835379772125,0,1,2,253.091123829199
-4.74335048916915,1,0,1,176.873715004019
40.8995877921887,1,0,1,317.13522460401
41.5429888475364,1,0,1,270.618718014527
89.8981681912748,0,0,2,393.766934117065
77.5542893169917,1,0,2,442.398783978115
48.1864040055618,0,0,1,171.133078567688
92.4422832942243,0,0,1,242.216401374856
61.7852148187154,0,1,1,269.33339617616
53.8480677584162,1,1,2,300.630975138156
35.0125525091019,1,0,2,199.181534910385
134.959858172058,1,0,0,734.636765685562
89.0977957374289,1,1,1,402.138170352032
51.0588212502827,1,0,2,312.281990694174
13.823294258236,1,0,1,347.151852999251
26.1141800170249,0,1,2,133.356167487813
-7.10842731986184,0,0,3,-75.7584271720208
64.749061372165,1,1,0,391.802074799296
53.41061573825,1,0,0,229.012104520965
22.6644234048428,0,1,3,59.7369533141754
109.604813940034,1,0,2,710.001056455172
154.641083204379,0,1,1,728.517008311708
102.338670983128,1,0,2,467.924450190504
13.7128162124993,1,0,2,291.09574645326
-42.9221197518972,0,0,2,-307.138471094775
11.108516320812,0,0,1,228.962472327309
34.3909994868739,0,1,1,51.7715292852518
77.5176280497235,0,0,2,341.339378162222
3.73196331529072,0,1,0,82.7872103623684
26.3712446447698,0,1,1,115.993543523282
59.7214406039335,1,1,2,153.51957885571
62.1421158676948,1,0,1,205.641100935323
86.0527040386704,0,0,2,377.109195848839
72.5647266358988,0,0,1,404.505735115941
89.394968538697,0,0,0,264.753445592731
49.9919936657234,1,1,0,366.564510452453
106.574708979127,1,1,1,535.653071022554
105.493327644637,0,1,3,634.6529106506
131.226613865919,0,1,3,709.92147089487
40.7069232503041,0,1,1,119.423678718801
119.105633906922,1,0,2,651.170630761319
22.1191041204979,0,0,1,1.93311978302447
137.493676798938,1,1,2,683.120647433506
137.283246117515,1,1,0,750.959763286095
89.2989663231955,0,1,1,352.385624823918
59.2108221288009,1,0,0,218.495024067838
85.1039356402052,0,0,0,405.775422806519
60.3460275032119,0,1,1,170.664768277609
92.1687174758764,0,0,2,406.989468649923
15.8965355721136,1,1,3,297.764859012725
78.9484258194907,0,1,1,336.884266633104
16.8834668673277,1,0,0,131.101586935321
49.6900273698396,0,0,2,229.610140851805
23.1477075506152,0,0,1,89.1570690682125
-26.4938965589015,0,1,3,-71.5460610703078
4.55910282374187,0,1,1,-13.0527047385522
125.209218340572,0,1,2,642.573591717842
10.3826880835564,0,0,1,108.476342095903
53.4683103182483,0,0,2,292.307197361567
82.2317408138181,1,0,1,242.322925268001
75.7082596090023,0,1,1,363.77088580885
37.3831637291245,0,0,2,151.919923120587
13.4526377469005,1,1,1,290.972327472964
78.1966748588152,0,0,2,379.787782474091
32.1521130952006,0,1,2,95.4920278117414
75.5496019538484,0,0,0,261.248369600649
108.270751531107,1,0,2,391.99621530153
80.9946660558452,0,0,1,153.923682147728
29.2595022785704,0,0,1,158.212804777407
28.6608070836953,1,1,1,329.399445663813
37.1608517809788,1,0,2,288.703147861771
73.560110762563,1,0,0,428.692737868359
16.2361738589518,0,0,0,83.3403428557566
-2.52230955650673,1,1,2,170.038526089931
52.2061895089513,1,0,1,387.174436286243
55.1133948813334,0,0,2,272.156338083564
-44.3804153371636,0,0,3,-118.232654219097
