"x","j","i","k","y"
46.8720123712525,1,0,2,171.506976271799
111.363373814848,0,0,2,497.073867546312
2.04440116233874,0,0,0,-74.9700525170334
34.4564982622253,1,1,2,178.953832552482
25.5638306614733,1,0,1,153.281536157474
44.3824585445231,1,1,3,196.069035268915
25.328180957447,0,0,2,188.491370135291
58.9068018011481,1,1,2,224.672459775785
22.3475335518136,1,0,2,172.17366076904
16.4731058005869,1,0,2,176.581705703794
-0.39844151967722,0,0,0,20.2575272644367
14.0320413158914,1,1,0,152.23016487331
-4.95017335178825,1,1,2,115.429144373659
72.1681384133935,1,0,2,403.888123642834
19.474617619468,0,1,1,233.356437152571
11.5198177622567,0,0,2,-23.2225555391783
28.3418884895378,0,1,3,81.9403136248526
41.0735229816414,0,0,2,182.992841743176
36.4971362144207,0,1,2,172.685036135931
56.3343533552155,0,1,1,377.486418289337
60.140036913361,1,1,2,420.987791552458
-28.870278919217,0,0,2,-238.982748438267
58.9219923751891,0,0,0,219.658331435249
18.2926879518765,1,1,1,297.520364048629
-48.6405252794602,0,0,1,-261.529466053918
51.4087266958401,0,1,2,285.791758480858
39.5402195677452,0,1,0,357.281312229853
104.387598680339,1,0,2,568.849121436778
138.934933849583,0,0,1,719.382872679778
2.13915654307266,1,1,0,226.262246615921
-29.2444816880299,0,1,1,-26.9256992486135
113.428751554968,0,0,0,571.443666649544
27.7951410819841,0,0,1,342.992684659122
102.00441524309,0,1,1,488.194414452309
42.7619129156462,0,1,2,297.804706903796
55.8039790430423,1,1,2,456.422343462049
-3.04218551744675,1,1,1,99.6757405003134
55.9326133714016,1,0,2,511.874341515766
-53.9745048654719,0,0,0,-55.6462396651903
-61.6196907606821,0,1,2,-231.013186833083
-35.7193786381537,1,1,1,-37.5704962999951
56.3771885019611,0,1,2,201.261807925542
20.3952829295775,0,1,1,97.8473998512328
21.4316163965077,0,0,2,10.219510974994
57.5441833210071,0,1,3,292.759419304806
-12.5846506213645,0,0,2,-90.7671746555961
60.5021513330681,1,0,2,582.42347393617
63.1988929825085,1,1,2,410.819039038054
35.59519057034,0,0,0,61.1032088195863
99.7261398806117,0,1,2,410.216521830508
54.727662800715,0,0,2,385.758710282837
57.4458194547236,0,1,0,385.727425788863
59.7937193531971,0,0,0,247.567133812611
23.5121747706821,1,1,2,103.939721523352
46.7396719051744,0,1,3,195.180579956328
-20.1460795494278,1,1,2,-12.8623106069109
93.6055608538362,1,1,1,726.160707597228
103.675476348258,1,0,0,484.856995913842
11.28796068464,0,1,2,63.489218546177
65.6538526051914,0,1,3,298.391019637468
50.3375653226592,0,1,3,209.723149276077
-17.5953089384864,1,1,2,-35.0554067315805
54.1157249939493,1,1,1,272.924732844076
9.43349568469931,1,0,0,129.385707318925
44.6500534918406,0,1,1,207.23456585495
38.7266821830136,0,0,2,177.119960979255
27.0411001774603,1,1,2,284.270151811729
94.9442046504449,0,0,1,252.530323716324
68.1402653040067,0,1,1,466.216314036798
-26.4766283575926,0,1,1,-155.681839079925
43.0610023135956,1,0,1,280.145710350818
57.2744061471685,1,0,1,332.425646902945
41.6631636365883,1,1,3,389.906150106082
58.1478154401157,0,1,3,245.432188863189
-12.8461824833792,0,0,2,-69.1147645228705
59.4814864497343,0,0,1,293.134564207878
47.8989416819927,1,0,1,92.9443436688073
71.8296884165903,1,1,1,482.712314938511
34.0139937132732,0,0,1,216.054497036456
16.1289799972278,1,0,2,155.843042826358
28.1994992288623,1,0,2,332.271624740365
49.339822775375,1,1,1,327.361447094998
-22.9239471005579,0,0,2,109.152217924032
27.776172973577,1,0,1,216.87148073746
-11.5344008489306,1,1,2,273.731790864377
64.1686727041775,0,0,3,176.704574536072
19.9289993270061,0,0,1,81.1826118139811
66.8208880395716,1,0,2,380.624718050698
95.1091086581765,1,1,0,647.522200465143
-69.4870998305219,1,1,2,-145.486495418837
-8.5858073190897,0,0,1,-18.3255885385482
83.3823790585942,0,1,2,323.904938625621
26.4548171648345,0,1,2,226.939740852632
74.0013265391392,1,1,0,332.08495091225
64.1478296818893,0,0,2,421.983088507136
1.22855826709727,0,1,1,94.3390911705875
-38.690896942386,0,0,3,-345.352842480869
96.5265172728299,0,1,2,463.149319004167
30.9709876695224,0,1,0,90.3646280627315
-7.87927907427274,1,0,0,-135.959583721579
