"x","j","i","k","y"
-27.8189497280384,1,0,1,16.4929515654043
-22.6263285979593,0,0,1,-139.357821761908
-14.1035893038658,1,0,1,105.900018305136
92.8704191943666,0,1,2,524.652067785154
36.2274865702763,1,1,1,259.629631624978
90.4747163055931,1,1,2,611.775681940814
2.9296115296369,0,1,0,7.35927103655328
74.2991875981795,0,1,2,143.69415267345
111.436546515811,1,1,2,417.382030677688
46.7667136985427,1,1,1,222.628486441666
40.1713486465735,0,0,2,166.820487930443
86.0744001023488,1,0,1,516.232929532774
34.53594673553,0,0,2,197.421635640041
-74.5658067095679,1,1,2,-106.597858299973
42.9924003434278,1,1,2,344.861410711594
93.6073343842102,0,1,2,533.942401243007
33.1569539595527,0,0,1,263.845162016239
74.5987700715162,0,1,2,363.704082487444
-56.4720227863151,0,0,1,-157.4620034779
97.1508930939265,0,1,2,391.016938405839
62.62162234385,0,0,1,134.67044635988
-9.28084338414391,1,1,2,253.158100940145
75.9304796536071,1,1,2,307.114927475451
27.9187298972892,0,0,1,92.0499316562305
-39.0708869945812,0,1,1,-395.87502279259
75.899222183568,0,0,2,278.85632591391
76.0095937522504,1,0,1,347.702440275582
87.1421623841758,1,1,3,394.805849746117
-11.6428226639785,0,1,2,35.4567470913939
73.1232225536935,0,1,0,311.551132531088
-15.6346837792547,0,0,1,-29.4775553924093
69.4809279144655,0,0,2,425.901619143277
84.354353819212,0,0,2,495.602246383192
29.4292651777086,0,0,1,176.168303890491
63.202583103725,0,0,1,229.59602420883
97.8034859254111,1,1,2,572.058741393565
54.7112888592663,1,1,2,277.814477293857
71.8630161465036,0,0,3,33.4723988320534
112.824344775458,0,0,2,502.760071207783
93.177254614874,0,1,1,424.960394267636
45.9870484526962,0,0,2,179.043599252653
113.745998629885,1,0,3,669.03151717474
101.437976864847,0,1,1,456.439340472511
64.6965412671194,0,0,3,215.058168151869
89.917264845656,0,0,0,383.81163502561
72.8959577789884,1,0,2,319.49063441662
40.4473206279036,0,0,2,328.555305968496
150.411400968993,0,0,1,609.404153870235
46.7396719051744,0,1,3,195.180579956328
-4.95782952722026,1,1,1,184.900145529711
41.319160355086,0,1,2,208.582208204751
60.365101085579,1,0,3,421.323753619516
105.980069545809,0,0,2,484.272991547356
-38.3437960199866,1,1,1,-170.887370132211
73.7733222219617,1,0,2,270.493640712518
42.6128067892253,1,1,2,386.258499234686
24.625227303183,1,1,1,225.23394819196
50.1043467664486,1,0,1,381.689980759401
-24.4503489369542,1,1,2,27.8468527781326
51.2561148030477,0,0,3,218.690612746345
-1.03714450322794,0,0,0,-68.9641518515094
94.1543577797325,1,1,1,557.70673395028
95.2613235229044,0,0,2,457.368774787493
46.9986993205134,0,0,1,84.4046735198025
128.378057728934,1,0,2,567.1052990278
-13.5334415250581,1,0,3,84.6895053333617
44.0323642630444,0,1,1,142.605826659496
13.215638704109,0,1,0,66.2956600064207
-31.3718088355741,1,0,1,274.521312735552
4.60353947762472,1,0,0,139.596294488544
85.831039196146,0,1,3,440.857170608621
114.769644972378,1,1,1,624.701676599884
-3.30005419471564,0,0,1,4.36531022318034
89.6908974432894,0,1,2,341.815455680403
-32.8317843172714,1,0,1,5.04181262418437
33.5639052597784,1,1,0,273.8088514066
45.4314714470461,1,0,2,369.607174943242
-10.1662565926534,0,1,2,133.858932207856
-10.6736898771761,0,1,1,40.8391570000714
71.8296884165903,1,1,1,482.712314938511
20.461423517206,1,0,1,75.2889192176311
46.2936330380187,0,1,0,175.424104856929
85.7927835994454,0,0,2,217.480735046711
42.0095970778015,0,1,0,298.315343750939
81.5975957911376,1,1,1,340.016794853942
123.678159959709,0,0,0,666.004841879208
56.5666248770874,1,0,0,295.316316762616
63.5489186647312,0,0,3,306.385951939042
11.7580407411451,0,1,2,152.15578169975
33.3219826366664,1,1,1,294.398567845132
107.760771928471,1,0,1,496.713997482447
40.0814200159895,1,1,1,365.918591796619
103.303763264562,0,1,2,460.021143818923
-41.5359092693613,0,1,2,-220.715838748482
79.4931970401825,0,1,0,370.527430397361
80.0721017092586,0,0,2,432.838052789598
10.4632950535641,0,0,1,110.274664517385
42.5776096823,1,1,2,339.74053788361
31.8019261012488,1,0,0,182.866262560962
117.872629670677,1,1,1,482.603895489766
