"x","j","i","k","y"
27.0898295087022,0,1,2,157.204594217441
-73.2515694606626,1,1,2,2.36317152654925
8.26336831299088,1,1,2,113.456147037837
46.9850944021887,1,0,2,217.468769782429
77.0030843512185,0,1,2,401.846306719719
55.6734372835434,0,0,1,479.478092427787
64.1311916494403,0,0,1,200.78283429865
65.4624264960733,1,1,2,385.661806767014
37.1724605408745,1,1,2,151.716028241048
62.1668743461118,0,1,0,240.744331981427
113.797645092199,0,0,0,472.228838368343
56.9179871145353,1,1,2,368.949643485442
-15.6258849364234,0,1,1,-163.101575606925
80.3475161959244,0,0,2,433.03925654525
-3.60085167437424,1,1,1,161.235884437941
82.3656907260007,1,0,2,292.228862990394
19.7306708155278,0,1,1,350.040774255402
-32.9979596954207,1,0,3,83.6321518566134
15.0033082519392,1,1,0,189.253219670702
-16.5591418087864,1,1,1,54.759427888511
-22.4714114723993,0,0,1,-115.14594812776
51.4087266958401,0,1,2,285.791758480858
101.057187895136,1,1,3,612.488233202404
29.8143103836604,1,0,1,168.307160523012
-6.80626875973223,0,0,3,16.0607687222067
-29.2444816880299,0,1,1,-26.9256992486135
8.34687850811211,0,0,2,79.3516936521182
23.3451812506593,1,0,2,279.078773905623
68.8199574372304,1,1,1,192.61682356615
71.5225577685407,0,0,0,401.067935566008
65.3953463877703,1,1,2,346.738185301051
50.6457560911037,0,0,0,165.047627452197
42.8803212128365,1,0,3,447.473093073883
27.3373479179991,1,0,2,282.241705697253
173.106545062122,0,1,3,833.414854597551
18.4818267525244,0,1,3,369.80243416855
62.6991828981953,1,0,2,280.571929581917
39.3689280576449,0,1,1,336.024407413252
85.2289278568023,0,1,2,352.288686999841
-3.03572916931213,1,1,2,192.932009575972
23.6484048665928,0,1,1,234.885045839595
1.95540695214202,1,0,3,199.442027011036
98.2131051283708,1,0,1,621.867855931808
81.9759096303611,0,1,1,487.577972536447
41.1999447136559,1,0,1,150.450616675832
69.7602716562114,0,1,1,257.047707037275
65.2593666354851,0,1,0,388.654866454662
86.5605686067084,0,0,2,385.533170465974
92.6289162042012,0,1,2,474.669538652277
39.4229794675445,0,1,1,305.361933923426
17.8817047767172,1,0,1,366.194517407091
123.229640293544,1,0,3,527.017410778624
67.044358314173,1,1,3,252.439237243575
40.3893095238564,1,0,0,154.00007651952
-6.37202254642889,0,1,1,123.509773066492
89.365452945858,0,0,1,432.799728050774
96.9748072373438,0,0,3,380.728205057044
42.6128067892253,1,1,2,386.258499234686
20.1943176056331,0,0,1,-18.0449514604917
-47.0483136762539,0,1,1,-34.4013178712446
107.866525303385,0,1,3,578.175596932201
-14.6686633157625,0,1,2,-72.3882550939345
50.6402436224368,1,0,1,312.499823205393
4.41319480942636,0,1,2,-128.760068932449
-48.2246446140424,1,0,2,-286.691915857571
76.6341465261921,1,0,1,445.850253981217
37.3861320175158,1,1,1,245.280864382061
47.0824558428529,0,1,2,205.565778132564
49.477602324647,1,0,1,131.047333656489
33.038739201021,0,0,2,281.614674686307
73.1123565139263,0,0,1,332.392834776063
102.003666166272,0,0,1,472.868559135403
59.6135688934894,0,1,1,407.775626712878
-19.6283941656882,0,1,2,-30.6362544300668
70.8693766386898,0,1,0,395.839113851622
51.6470734863505,0,1,1,383.573805140794
-3.96804359083686,1,1,1,224.775565060098
29.4796289558932,0,0,1,23.6183398933643
48.400580138057,1,1,1,346.815615991171
-7.20393712436196,1,1,1,174.467642791882
-42.4304721727464,1,0,3,-69.9913762932096
85.7927835994454,0,0,2,217.480735046711
83.2328820136842,1,0,0,335.909102076363
75.1803287514874,1,0,0,449.613407821927
-1.19888293986583,1,0,2,-33.8553286641221
80.4580124818755,0,1,2,450.062669199603
6.4886735537449,0,1,1,182.498629270576
2.07127707485215,1,1,2,-17.1768167648461
-25.4080645875401,1,1,2,198.574951424123
41.2543846413564,0,0,2,122.61922998106
94.9802256249663,1,0,2,644.546670089518
84.9613514514551,0,1,1,370.994634607577
21.017709994139,0,0,3,46.0266058496051
69.7114166444661,0,1,3,406.125246867272
102.11248791801,1,0,1,490.107489107647
28.0925009155275,0,1,1,313.202803911567
14.5575933208722,1,0,1,216.405542020013
24.9930488171065,0,0,3,100.801158496459
53.9096846246178,1,1,1,271.687857865935
58.0002373081402,0,0,2,261.848654629327
